"controlId","controlFamily","controlName","policyId","policyName","policyEffect","currentProdEffect","currentNonprodEffect","implementationStatus","enforcementScope"
"SC-7","SC","Boundary Protection","8b0323be-cc25-4b61-935d-002c3798c6ea","Azure Data Factory should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","8b0323be-cc25-4b61-935d-002c3798c6ea","Azure Data Factory should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","057ef27e-665e-4328-8ea3-04b3122bd9fb","Resource logs in Azure Data Lake Store should be enabled","Audit","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","057ef27e-665e-4328-8ea3-04b3122bd9fb","Resource logs in Azure Data Lake Store should be enabled","Audit","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","057ef27e-665e-4328-8ea3-04b3122bd9fb","Resource logs in Azure Data Lake Store should be enabled","Audit","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","057ef27e-665e-4328-8ea3-04b3122bd9fb","Resource logs in Azure Data Lake Store should be enabled","Audit","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeStoreRetentionDays"":""1""}","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","c95c74d9-38fe-4f0d-af86-0c7d626a315c","Resource logs in Data Lake Analytics should be enabled","Audit","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","c95c74d9-38fe-4f0d-af86-0c7d626a315c","Resource logs in Data Lake Analytics should be enabled","Audit","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","c95c74d9-38fe-4f0d-af86-0c7d626a315c","Resource logs in Data Lake Analytics should be enabled","Audit","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","c95c74d9-38fe-4f0d-af86-0c7d626a315c","Resource logs in Data Lake Analytics should be enabled","Audit","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","{""diagnosticsLogsInDataLakeAnalyticsRetentionDays"":""1""}","Planned","Both"
"AC-4","AC","Information Flow Enforcement","9830b652-8523-49cc-b1b3-e17dce1127ca","Azure Event Grid domains should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","9830b652-8523-49cc-b1b3-e17dce1127ca","Azure Event Grid domains should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","9830b652-8523-49cc-b1b3-e17dce1127ca","Azure Event Grid domains should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","9830b652-8523-49cc-b1b3-e17dce1127ca","Azure Event Grid domains should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","9830b652-8523-49cc-b1b3-e17dce1127ca","Azure Event Grid domains should use private link","Audit","Audit","Audit","Planned","Both"
"AC-4","AC","Information Flow Enforcement","4b90e17e-8448-49db-875e-bd83fb6f804f","Azure Event Grid topics should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","4b90e17e-8448-49db-875e-bd83fb6f804f","Azure Event Grid topics should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","4b90e17e-8448-49db-875e-bd83fb6f804f","Azure Event Grid topics should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","4b90e17e-8448-49db-875e-bd83fb6f804f","Azure Event Grid topics should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","4b90e17e-8448-49db-875e-bd83fb6f804f","Azure Event Grid topics should use private link","Audit","Audit","Audit","Planned","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","a1ad735a-e96f-45d2-a7b2-9a4932cab7ec","Event Hub namespaces should use a customer-managed key for encryption","Audit","Audit","Audit","Planned","Both"
"AC-4","AC","Information Flow Enforcement","b8564268-eb4a-4337-89be-a19db070c59d","Event Hub namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-17","AC","Remote Access","b8564268-eb4a-4337-89be-a19db070c59d","Event Hub namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-17(1)","AC","Remote Access","b8564268-eb4a-4337-89be-a19db070c59d","Event Hub namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7","SC","Boundary Protection","b8564268-eb4a-4337-89be-a19db070c59d","Event Hub namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-7(3)","SC","Boundary Protection","b8564268-eb4a-4337-89be-a19db070c59d","Event Hub namespaces should use private link","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","83a214f7-d01a-484b-91a9-ed54470c9a6a","Resource logs in Event Hub should be enabled","Audit","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","83a214f7-d01a-484b-91a9-ed54470c9a6a","Resource logs in Event Hub should be enabled","Audit","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","83a214f7-d01a-484b-91a9-ed54470c9a6a","Resource logs in Event Hub should be enabled","Audit","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","83a214f7-d01a-484b-91a9-ed54470c9a6a","Resource logs in Event Hub should be enabled","Audit","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","{""diagnosticsLogsInEventHubRetentionDays"":""1""}","Planned","Both"
"AC-2","AC","Account Management","a451c1ef-c6ca-483d-87ed-f49761e3ffb5","Audit usage of custom RBAC roles","Audit","Audit","Audit","Planned","Both"
"AC-2(7)","AC","Account Management","a451c1ef-c6ca-483d-87ed-f49761e3ffb5","Audit usage of custom RBAC roles","Audit","Audit","Audit","Planned","Both"
"AC-6","AC","Least Privilege","a451c1ef-c6ca-483d-87ed-f49761e3ffb5","Audit usage of custom RBAC roles","Audit","Audit","Audit","Planned","Both"
"AC-6(7)","AC","Least Privilege","a451c1ef-c6ca-483d-87ed-f49761e3ffb5","Audit usage of custom RBAC roles","Audit","Audit","Audit","Planned","Both"
"AC-3","AC","Access Enforcement","3cf2ab00-13f1-4d0c-8971-2ac904541a7e","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities","Modify","Modify","Modify","Implemented","Both"
"AC-17","AC","Remote Access","3cf2ab00-13f1-4d0c-8971-2ac904541a7e","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities","Modify","Modify","Modify","Implemented","Both"
"AC-17(1)","AC","Remote Access","3cf2ab00-13f1-4d0c-8971-2ac904541a7e","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities","Modify","Modify","Modify","Implemented","Both"
"IA-5","IA","Authenticator Management","3cf2ab00-13f1-4d0c-8971-2ac904541a7e","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities","Modify","Modify","Modify","Implemented","Both"
"IA-5(1)","IA","Authenticator Management","3cf2ab00-13f1-4d0c-8971-2ac904541a7e","Add system-assigned managed identity to enable Guest Configuration assignments on virtual machines with no identities","Modify","Modify","Modify","Implemented","Both"
"AC-3","AC","Access Enforcement","497dff13-db2a-4c0f-8603-28fa3b331ab6","Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity","Modify","Modify","Modify","Implemented","Both"
"AC-17","AC","Remote Access","497dff13-db2a-4c0f-8603-28fa3b331ab6","Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity","Modify","Modify","Modify","Implemented","Both"
"AC-17(1)","AC","Remote Access","497dff13-db2a-4c0f-8603-28fa3b331ab6","Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity","Modify","Modify","Modify","Implemented","Both"
"IA-5","IA","Authenticator Management","497dff13-db2a-4c0f-8603-28fa3b331ab6","Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity","Modify","Modify","Modify","Implemented","Both"
"IA-5(1)","IA","Authenticator Management","497dff13-db2a-4c0f-8603-28fa3b331ab6","Add system-assigned managed identity to enable Guest Configuration assignments on VMs with a user-assigned identity","Modify","Modify","Modify","Implemented","Both"
"AC-17","AC","Remote Access","ea53dbee-c6c9-4f0e-9f9e-de0039b78023","Audit Linux machines that allow remote connections from accounts without passwords","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-17(1)","AC","Remote Access","ea53dbee-c6c9-4f0e-9f9e-de0039b78023","Audit Linux machines that allow remote connections from accounts without passwords","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5","IA","Authenticator Management","e6955644-301c-44b5-a4c4-528577de6861","Audit Linux machines that do not have the passwd file permissions set to 0644","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","e6955644-301c-44b5-a4c4-528577de6861","Audit Linux machines that do not have the passwd file permissions set to 0644","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","f6ec09a3-78bf-4f8f-99dc-6c77182d0f99","Audit Linux machines that have accounts without passwords","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","5b054a0d-39e2-4d53-bea3-9734cad2c69b","Audit Windows machines that allow re-use of the passwords after the specified number of unique passwords","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","4ceb8dc2-559c-478b-a15b-733fbf1e3738","Audit Windows machines that do not have the maximum password age set to specified number of days","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","237b38db-ca4d-4259-9e47-7882441ca2c0","Audit Windows machines that do not have the minimum password age set to specified number of days","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","bf16e0bb-31e1-4646-8202-60a235cc7e74","Audit Windows machines that do not have the password complexity setting enabled","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","a2d0e922-65d0-40c4-8f87-ea6da2d307a2","Audit Windows machines that do not restrict the minimum password length to specified number of characters","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5","IA","Authenticator Management","da0f98fe-a24b-4ad5-af69-bd0400233661","Audit Windows machines that do not store passwords using reversible encryption","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5(1)","IA","Authenticator Management","da0f98fe-a24b-4ad5-af69-bd0400233661","Audit Windows machines that do not store passwords using reversible encryption","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","630c64f9-8b6b-4c64-b511-6544ceff6fd6","Authentication to Linux machines should require SSH keys","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"IA-5","IA","Authenticator Management","630c64f9-8b6b-4c64-b511-6544ceff6fd6","Authentication to Linux machines should require SSH keys","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AC-3","AC","Access Enforcement","331e8ea8-378a-410f-a2e5-ae22f38bb0da","Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"AC-17","AC","Remote Access","331e8ea8-378a-410f-a2e5-ae22f38bb0da","Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"AC-17(1)","AC","Remote Access","331e8ea8-378a-410f-a2e5-ae22f38bb0da","Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"IA-5","IA","Authenticator Management","331e8ea8-378a-410f-a2e5-ae22f38bb0da","Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"IA-5(1)","IA","Authenticator Management","331e8ea8-378a-410f-a2e5-ae22f38bb0da","Deploy the Linux Guest Configuration extension to enable Guest Configuration assignments on Linux VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"AC-17","AC","Remote Access","385f5831-96d4-41db-9a3c-cd3af78aaae6","Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"AC-17(1)","AC","Remote Access","385f5831-96d4-41db-9a3c-cd3af78aaae6","Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"IA-5","IA","Authenticator Management","385f5831-96d4-41db-9a3c-cd3af78aaae6","Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"IA-5(1)","IA","Authenticator Management","385f5831-96d4-41db-9a3c-cd3af78aaae6","Deploy the Windows Guest Configuration extension to enable Guest Configuration assignments on Windows VMs","DeployIfNotExists","DeployIfNotExists","DeployIfNotExists","Implemented","Both"
"CM-6","CM","Configuration Settings","fc9b3da7-8347-4380-8e70-0a0361d8dedd","Linux machines should meet requirements for the Azure compute security baseline","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SC-3","SC","Unknown","bed48b13-6647-468e-aa2f-1af1d3f4dd40","Windows Defender Exploit Guard should be enabled on your machines","Audit","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","Planned","Both"
"SI-3","SI","Malicious Code Protection","bed48b13-6647-468e-aa2f-1af1d3f4dd40","Windows Defender Exploit Guard should be enabled on your machines","Audit","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","Planned","Both"
"SI-16","SI","Unknown","bed48b13-6647-468e-aa2f-1af1d3f4dd40","Windows Defender Exploit Guard should be enabled on your machines","Audit","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsIncludeArcMachines"":""true"",""NotAvailableMachineState-bed48b13-6647-468e-aa2f-1af1d3f4dd40"":""Compliant""}","Planned","Both"
"SC-8","SC","Transmission Confidentiality and Integrity","5752e6d6-1206-46d8-8ab1-ecc2f71a8112","Windows machines should be configured to use secure communication protocols","Audit","{""MinimumTLSVersion-5752e6d6-1206-46d8-8ab1-ecc2f71a8112"":""1.2"",""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}","{""MinimumTLSVersion-5752e6d6-1206-46d8-8ab1-ecc2f71a8112"":""1.2"",""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}","Planned","Both"
"SC-8(1)","SC","Transmission Confidentiality and Integrity","5752e6d6-1206-46d8-8ab1-ecc2f71a8112","Windows machines should be configured to use secure communication protocols","Audit","{""MinimumTLSVersion-5752e6d6-1206-46d8-8ab1-ecc2f71a8112"":""1.2"",""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}","{""MinimumTLSVersion-5752e6d6-1206-46d8-8ab1-ecc2f71a8112"":""1.2"",""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}","Planned","Both"
"CM-6","CM","Configuration Settings","72650e9f-97bc-4b2a-ab5f-9781a9fcecbc","Windows machines should meet requirements of the Azure compute security baseline","Audit","{""IncludeArcMachines"":""false""}","{""IncludeArcMachines"":""false""}","Planned","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","64d314f6-6062-4780-a861-c23e8951bee5","Azure HDInsight clusters should use customer-managed keys to encrypt data at rest","Deny","Audit","Audit","Implemented","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","1fd32ebd-e4c3-4e13-a54a-d7422d4d95f6","Azure HDInsight clusters should use encryption at host to encrypt data at rest","Deny","Audit","Audit","Implemented","Both"
"SC-8","SC","Transmission Confidentiality and Integrity","d9da03a1-f3c3-412a-9709-947156872263","Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes","Deny","Audit","Audit","Implemented","Both"
"SC-8(1)","SC","Transmission Confidentiality and Integrity","d9da03a1-f3c3-412a-9709-947156872263","Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes","Deny","Audit","Audit","Implemented","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","47031206-ce96-41f8-861b-6a915f3de284","[Preview]: IoT Hub device provisioning service data should be encrypted using customer-managed keys (CMK)","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","df39c015-56a4-45de-b4a3-efe77bed320d","IoT Hub device provisioning service instances should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","df39c015-56a4-45de-b4a3-efe77bed320d","IoT Hub device provisioning service instances should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","df39c015-56a4-45de-b4a3-efe77bed320d","IoT Hub device provisioning service instances should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","df39c015-56a4-45de-b4a3-efe77bed320d","IoT Hub device provisioning service instances should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","df39c015-56a4-45de-b4a3-efe77bed320d","IoT Hub device provisioning service instances should use private link","Audit","Audit","Audit","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","383856f8-de7f-44a2-81fc-e5135b5c2aa4","Resource logs in IoT Hub should be enabled","Audit","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","383856f8-de7f-44a2-81fc-e5135b5c2aa4","Resource logs in IoT Hub should be enabled","Audit","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","Planned","Both"
"AU-12","AU","Audit Record Generation","383856f8-de7f-44a2-81fc-e5135b5c2aa4","Resource logs in IoT Hub should be enabled","Audit","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","383856f8-de7f-44a2-81fc-e5135b5c2aa4","Resource logs in IoT Hub should be enabled","Audit","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","{""diagnosticsLogsInIoTHubRetentionDays"":""1"",""requiredRetentionDays"":""365""}","Planned","Both"
"AC-4","AC","Information Flow Enforcement","55615ac9-af46-4a59-874e-391cc3dfb490","Azure Key Vault should have firewall enabled","Deny","Audit","Audit","Implemented","Both"
"SC-7","SC","Boundary Protection","55615ac9-af46-4a59-874e-391cc3dfb490","Azure Key Vault should have firewall enabled","Deny","Audit","Audit","Implemented","Both"
"SC-7(3)","SC","Boundary Protection","55615ac9-af46-4a59-874e-391cc3dfb490","Azure Key Vault should have firewall enabled","Deny","Audit","Audit","Implemented","Both"
"AC-4","AC","Information Flow Enforcement","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","Azure Key Vaults should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17","AC","Remote Access","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","Azure Key Vaults should use private link","Audit","Audit","Audit","Planned","Both"
"AC-17(1)","AC","Remote Access","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","Azure Key Vaults should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7","SC","Boundary Protection","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","Azure Key Vaults should use private link","Audit","Audit","Audit","Planned","Both"
"SC-7(3)","SC","Boundary Protection","a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","Azure Key Vaults should use private link","Audit","Audit","Audit","Planned","Both"
"IA-5","IA","Authenticator Management","0a075868-4c26-42ef-914c-5bc007359560","Certificates should have the specified maximum validity period","Deny","{""maximumValidityInMonths-0a075868-4c26-42ef-914c-5bc007359560"":12,""certificatesValidityPeriodInMonths"":12}","{""maximumValidityInMonths-0a075868-4c26-42ef-914c-5bc007359560"":12,""certificatesValidityPeriodInMonths"":12}","Implemented","Both"
"IA-5","IA","Authenticator Management","152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0","Key Vault keys should have an expiration date","Deny","Audit","Audit","Implemented","Both"
"IA-5","IA","Authenticator Management","98728c90-32c7-4049-8429-847dc0f4fe37","Key Vault secrets should have an expiration date","Deny","Audit","Audit","Implemented","Both"
"CP-9","CP","Unknown","0b60c0b2-2dc2-4e1c-b5c9-abbed971de53","Key vaults should have deletion protection enabled","Deny","Audit","Audit","Implemented","Both"
"CP-9","CP","Unknown","1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d","Key vaults should have soft delete enabled","Deny","Audit","Audit","Implemented","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","cf820ca0-f99e-4f3e-84fb-66e913812d21","Resource logs in Key Vault should be enabled","Audit","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","cf820ca0-f99e-4f3e-84fb-66e913812d21","Resource logs in Key Vault should be enabled","Audit","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","Planned","Both"
"AU-12","AU","Audit Record Generation","cf820ca0-f99e-4f3e-84fb-66e913812d21","Resource logs in Key Vault should be enabled","Audit","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","cf820ca0-f99e-4f3e-84fb-66e913812d21","Resource logs in Key Vault should be enabled","Audit","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}","Planned","Both"
"AC-2(12)","AC","Account Management","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6","AU","Audit Record Review, Analysis, and Reporting","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(4)","AU","Audit Record Review, Analysis, and Reporting","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-6(5)","AU","Audit Record Review, Analysis, and Reporting","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12","AU","Audit Record Generation","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"AU-12(1)","AU","Audit Record Generation","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"SI-4","SI","System Monitoring","8dfab9c4-fe7b-49ad-85e4-1e9be085358f","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Audit","AuditIfNotExists","AuditIfNotExists","Planned","Both"
"CM-6","CM","Configuration Settings","0a15ec92-a229-4763-bb14-0ea34a568f8d","Azure Policy Add-on for Kubernetes service (AKS) should be installed and enabled on your clusters","Audit","Audit","Audit","Planned","Both"
"SC-12","SC","Cryptographic Key Establishment and Management","7d7be79c-23ba-4033-84dd-45e2a5ccdd67","Both operating systems and data disks in Azure Kubernetes Service clusters should be encrypted by customer-managed keys","Deny","Audit","Audit","Implemented","Both"
"CM-6","CM","Configuration Settings","e345eecc-fa47-480f-9e88-67dcc122b164","Kubernetes cluster containers CPU and memory resource limits should not exceed the specified limits","Deny","{""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""memoryInKubernetesClusterLimit"":""64Gi"",""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""memoryAndCPULimitsInKubernetesClusterLabelSelector"":{},""CPUInKubernetesClusterLimit"":""32""}","{""memoryLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""cpuLimit-e345eecc-fa47-480f-9e88-67dcc122b164"":""0"",""memoryInKubernetesClusterLimit"":""64Gi"",""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""memoryAndCPULimitsInKubernetesClusterLabelSelector"":{},""CPUInKubernetesClusterLimit"":""32""}","Implemented","Both"
